Duration,Heart_Rate,Calories
1.0,77.0,2.0
21.0,101.0,120.0
4.0,76.0,10.0
14.0,93.0,66.0
19.0,97.0,111.0
19.0,98.0,106.0
24.0,104.0,153.0
17.0,95.0,94.0
14.0,81.0,60.0
8.0,86.0,32.0
20.0,105.0,132.0
13.0,91.0,57.0
7.0,84.0,26.0
8.0,90.0,37.0
21.0,97.0,97.0
16.0,100.0,88.0
24.0,105.0,128.0
26.0,112.0,172.0
12.0,95.0,64.0
21.0,106.0,146.0
19.0,99.0,109.0
16.0,94.0,76.0
27.0,106.0,183.0
25.0,105.0,149.0
30.0,105.0,176.0
29.0,112.0,200.0
8.0,81.0,27.0
4.0,98.0,22.0
17.0,95.0,86.0
9.0,91.0,44.0
8.0,81.0,25.0
11.0,92.0,56.0
13.0,94.0,73.0
22.0,107.0,133.0
5.0,91.0,23.0
14.0,87.0,70.0
26.0,97.0,117.0
4.0,94.0,20.0
29.0,110.0,192.0
26.0,104.0,191.0
18.0,96.0,99.0
28.0,102.0,206.0
26.0,89.0,110.0
26.0,106.0,155.0
17.0,92.0,80.0
21.0,105.0,140.0
7.0,87.0,19.0
27.0,125.0,295.0
14.0,95.0,60.0
16.0,100.0,98.0
29.0,112.0,215.0
27.0,103.0,147.0
20.0,100.0,120.0
16.0,93.0,63.0
15.0,98.0,62.0
26.0,101.0,143.0
26.0,110.0,173.0
27.0,111.0,227.0
3.0,82.0,11.0
1.0,76.0,4.0
14.0,96.0,79.0
14.0,93.0,55.0
11.0,90.0,54.0
5.0,85.0,16.0
13.0,95.0,72.0
3.0,85.0,13.0
26.0,100.0,139.0
10.0,83.0,37.0
19.0,95.0,88.0
4.0,78.0,7.0
28.0,101.0,156.0
24.0,108.0,175.0
22.0,105.0,140.0
11.0,95.0,55.0
1.0,85.0,3.0
20.0,94.0,93.0
6.0,89.0,26.0
9.0,87.0,37.0
22.0,97.0,99.0
20.0,103.0,142.0
29.0,106.0,177.0
8.0,89.0,40.0
7.0,85.0,26.0
8.0,83.0,31.0
20.0,101.0,120.0
5.0,90.0,22.0
20.0,100.0,130.0
20.0,100.0,146.0
18.0,95.0,87.0
14.0,88.0,60.0
2.0,84.0,4.0
12.0,87.0,50.0
13.0,91.0,62.0
27.0,108.0,161.0
12.0,93.0,57.0
12.0,92.0,66.0
16.0,92.0,62.0
12.0,89.0,45.0
25.0,103.0,144.0
20.0,104.0,110.0
16.0,86.0,44.0
4.0,84.0,15.0
24.0,103.0,134.0
27.0,109.0,165.0
8.0,101.0,45.0
20.0,101.0,145.0
5.0,79.0,17.0
16.0,92.0,72.0
26.0,110.0,218.0
25.0,99.0,179.0
15.0,83.0,55.0
28.0,108.0,182.0
8.0,92.0,32.0
13.0,93.0,62.0
18.0,106.0,107.0
15.0,93.0,69.0
2.0,84.0,8.0
14.0,101.0,101.0
9.0,91.0,46.0
29.0,108.0,243.0
29.0,114.0,200.0
28.0,96.0,162.0
2.0,74.0,6.0
25.0,102.0,135.0
12.0,90.0,51.0
2.0,77.0,3.0
27.0,103.0,164.0
19.0,98.0,81.0
11.0,87.0,53.0
20.0,96.0,108.0
25.0,108.0,155.0
7.0,75.0,13.0
23.0,100.0,122.0
23.0,101.0,127.0
21.0,105.0,132.0
17.0,96.0,81.0
26.0,103.0,178.0
25.0,106.0,135.0
24.0,100.0,134.0
27.0,106.0,183.0
30.0,119.0,280.0
22.0,94.0,107.0
20.0,103.0,121.0
13.0,95.0,72.0
24.0,98.0,124.0
25.0,105.0,192.0
26.0,108.0,167.0
19.0,100.0,103.0
13.0,93.0,60.0
11.0,97.0,59.0
17.0,94.0,92.0
9.0,89.0,38.0
28.0,117.0,209.0
30.0,106.0,198.0
21.0,97.0,108.0
27.0,103.0,162.0
6.0,91.0,21.0
6.0,90.0,26.0
10.0,90.0,53.0
26.0,101.0,145.0
26.0,107.0,157.0
26.0,112.0,185.0
19.0,103.0,106.0
1.0,83.0,4.0
22.0,94.0,115.0
10.0,92.0,46.0
23.0,103.0,121.0
19.0,101.0,108.0
18.0,103.0,131.0
13.0,90.0,55.0
4.0,83.0,15.0
11.0,94.0,62.0
25.0,106.0,183.0
22.0,104.0,158.0
13.0,95.0,73.0
15.0,94.0,67.0
8.0,83.0,28.0
3.0,78.0,9.0
18.0,98.0,104.0
27.0,113.0,228.0
5.0,80.0,21.0
16.0,97.0,69.0
15.0,104.0,104.0
24.0,111.0,162.0
15.0,96.0,78.0
6.0,84.0,26.0
20.0,107.0,115.0
26.0,97.0,147.0
10.0,90.0,36.0
17.0,91.0,85.0
13.0,83.0,61.0
19.0,101.0,95.0
23.0,104.0,137.0
28.0,107.0,179.0
4.0,83.0,11.0
5.0,87.0,19.0
25.0,104.0,150.0
23.0,98.0,128.0
29.0,107.0,248.0
6.0,90.0,34.0
24.0,104.0,161.0
10.0,89.0,36.0
11.0,102.0,65.0
27.0,109.0,168.0
17.0,92.0,89.0
22.0,96.0,116.0
11.0,86.0,28.0
6.0,88.0,25.0
16.0,97.0,79.0
14.0,93.0,72.0
25.0,93.0,129.0
8.0,87.0,37.0
9.0,98.0,55.0
12.0,98.0,64.0
6.0,88.0,33.0
19.0,103.0,117.0
2.0,81.0,7.0
25.0,101.0,146.0
20.0,100.0,114.0
11.0,96.0,48.0
19.0,99.0,112.0
2.0,84.0,6.0
20.0,94.0,105.0
6.0,89.0,28.0
28.0,112.0,203.0
27.0,99.0,149.0
9.0,92.0,47.0
24.0,106.0,164.0
25.0,106.0,157.0
29.0,104.0,168.0
2.0,77.0,4.0
2.0,79.0,7.0
24.0,101.0,133.0
11.0,98.0,61.0
25.0,99.0,142.0
15.0,92.0,52.0
6.0,82.0,22.0
25.0,108.0,160.0
27.0,105.0,162.0
13.0,96.0,81.0
28.0,104.0,152.0
24.0,113.0,224.0
18.0,100.0,112.0
24.0,108.0,152.0
23.0,106.0,140.0
29.0,116.0,214.0
24.0,108.0,183.0
9.0,89.0,46.0
3.0,84.0,8.0
22.0,109.0,144.0
3.0,84.0,11.0
22.0,102.0,131.0
16.0,104.0,91.0
5.0,87.0,22.0
12.0,100.0,52.0
19.0,103.0,131.0
14.0,99.0,81.0
6.0,98.0,36.0
27.0,105.0,178.0
13.0,95.0,67.0
6.0,92.0,31.0
18.0,97.0,82.0
26.0,105.0,164.0
6.0,96.0,35.0
11.0,84.0,43.0
4.0,76.0,14.0
29.0,106.0,180.0
20.0,97.0,85.0
5.0,92.0,23.0
11.0,96.0,56.0
19.0,104.0,121.0
14.0,98.0,88.0
26.0,99.0,146.0
19.0,106.0,119.0
26.0,110.0,172.0
10.0,92.0,53.0
7.0,88.0,31.0
18.0,102.0,96.0
19.0,103.0,109.0
13.0,102.0,79.0
19.0,108.0,123.0
4.0,90.0,14.0
8.0,89.0,37.0
1.0,85.0,4.0
16.0,96.0,81.0
27.0,105.0,168.0
10.0,88.0,47.0
20.0,93.0,91.0
11.0,88.0,47.0
3.0,82.0,11.0
13.0,103.0,76.0
11.0,99.0,62.0
14.0,103.0,81.0
5.0,87.0,21.0
5.0,102.0,25.0
11.0,81.0,42.0
28.0,108.0,168.0
11.0,89.0,45.0
14.0,89.0,82.0
1.0,80.0,3.0
3.0,78.0,7.0
26.0,104.0,169.0
3.0,75.0,11.0
15.0,92.0,61.0
10.0,90.0,55.0
23.0,99.0,117.0
20.0,106.0,143.0
5.0,81.0,17.0
20.0,102.0,113.0
1.0,84.0,3.0
21.0,101.0,120.0
1.0,86.0,4.0
30.0,116.0,227.0
26.0,108.0,186.0
13.0,99.0,65.0
16.0,97.0,80.0
16.0,102.0,75.0
23.0,106.0,156.0
15.0,92.0,68.0
13.0,101.0,105.0
8.0,78.0,28.0
2.0,89.0,9.0
22.0,107.0,137.0
20.0,101.0,144.0
9.0,82.0,26.0
18.0,100.0,97.0
2.0,81.0,9.0
17.0,99.0,92.0
26.0,113.0,175.0
3.0,85.0,8.0
10.0,93.0,44.0
9.0,90.0,25.0
18.0,101.0,122.0
9.0,85.0,33.0
15.0,92.0,87.0
29.0,111.0,204.0
16.0,98.0,97.0
4.0,75.0,11.0
29.0,108.0,175.0
27.0,102.0,194.0
16.0,97.0,84.0
8.0,76.0,30.0
20.0,96.0,110.0
15.0,101.0,91.0
15.0,90.0,52.0
28.0,102.0,155.0
27.0,98.0,160.0
17.0,100.0,105.0
30.0,108.0,197.0
29.0,112.0,252.0
20.0,96.0,134.0
8.0,87.0,31.0
19.0,94.0,104.0
7.0,86.0,21.0
17.0,94.0,83.0
18.0,98.0,106.0
15.0,96.0,67.0
24.0,106.0,153.0
17.0,97.0,95.0
14.0,90.0,48.0
16.0,93.0,80.0
13.0,89.0,58.0
28.0,113.0,211.0
12.0,97.0,72.0
5.0,90.0,21.0
20.0,100.0,110.0
6.0,82.0,22.0
1.0,78.0,3.0
25.0,111.0,171.0
9.0,95.0,45.0
12.0,99.0,75.0
26.0,101.0,140.0
23.0,97.0,118.0
13.0,97.0,66.0
22.0,101.0,126.0
28.0,113.0,218.0
15.0,100.0,86.0
6.0,91.0,31.0
22.0,97.0,107.0
16.0,96.0,103.0
14.0,91.0,46.0
24.0,104.0,196.0
8.0,87.0,45.0
16.0,102.0,109.0
7.0,86.0,30.0
30.0,109.0,256.0
21.0,103.0,113.0
6.0,85.0,15.0
11.0,88.0,31.0
12.0,89.0,76.0
26.0,103.0,162.0
24.0,99.0,146.0
22.0,95.0,116.0
9.0,87.0,39.0
14.0,87.0,68.0
27.0,104.0,176.0
6.0,82.0,14.0
25.0,105.0,175.0
30.0,104.0,174.0
9.0,85.0,34.0
7.0,85.0,27.0
2.0,83.0,7.0
12.0,93.0,52.0
21.0,98.0,124.0
20.0,100.0,109.0
7.0,93.0,32.0
23.0,107.0,163.0
15.0,90.0,63.0
10.0,88.0,30.0
28.0,106.0,167.0
7.0,87.0,28.0
14.0,89.0,66.0
26.0,101.0,165.0
5.0,87.0,22.0
9.0,94.0,46.0
6.0,90.0,28.0
18.0,104.0,113.0
4.0,79.0,15.0
17.0,95.0,82.0
26.0,108.0,211.0
19.0,100.0,118.0
22.0,105.0,183.0
3.0,76.0,9.0
14.0,93.0,67.0
10.0,101.0,69.0
12.0,89.0,61.0
21.0,111.0,138.0
4.0,84.0,17.0
13.0,91.0,39.0
3.0,81.0,6.0
15.0,94.0,96.0
12.0,97.0,71.0
20.0,104.0,154.0
26.0,98.0,153.0
14.0,86.0,44.0
3.0,77.0,6.0
17.0,92.0,60.0
6.0,87.0,30.0
10.0,91.0,46.0
27.0,110.0,178.0
10.0,88.0,41.0
25.0,106.0,159.0
5.0,82.0,19.0
16.0,95.0,72.0
10.0,89.0,48.0
27.0,105.0,169.0
21.0,97.0,110.0
18.0,100.0,111.0
25.0,111.0,161.0
2.0,82.0,6.0
4.0,86.0,18.0
18.0,101.0,110.0
26.0,102.0,150.0
25.0,110.0,165.0
22.0,93.0,93.0
7.0,82.0,29.0
2.0,84.0,8.0
26.0,113.0,190.0
21.0,105.0,146.0
8.0,85.0,37.0
6.0,83.0,24.0
6.0,84.0,24.0
3.0,83.0,13.0
21.0,112.0,163.0
11.0,89.0,39.0
1.0,77.0,2.0
20.0,105.0,161.0
13.0,94.0,67.0
3.0,85.0,7.0
15.0,89.0,84.0
17.0,103.0,100.0
10.0,88.0,44.0
20.0,105.0,111.0
1.0,87.0,4.0
23.0,100.0,155.0
28.0,98.0,166.0
27.0,111.0,177.0
19.0,91.0,81.0
18.0,92.0,81.0
5.0,73.0,12.0
11.0,87.0,47.0
28.0,110.0,186.0
20.0,99.0,110.0
3.0,87.0,12.0
9.0,88.0,48.0
27.0,114.0,205.0
9.0,87.0,42.0
28.0,106.0,170.0
27.0,106.0,179.0
10.0,94.0,36.0
27.0,104.0,175.0
28.0,113.0,192.0
21.0,103.0,136.0
20.0,95.0,82.0
4.0,81.0,15.0
21.0,103.0,121.0
18.0,107.0,114.0
10.0,92.0,51.0
13.0,85.0,56.0
8.0,89.0,26.0
19.0,103.0,120.0
21.0,96.0,112.0
25.0,110.0,162.0
26.0,100.0,137.0
16.0,93.0,83.0
9.0,87.0,37.0
12.0,97.0,57.0
20.0,99.0,131.0
7.0,84.0,25.0
5.0,92.0,25.0
21.0,93.0,143.0
12.0,94.0,58.0
20.0,106.0,135.0
17.0,92.0,80.0
28.0,107.0,176.0
9.0,97.0,45.0
26.0,100.0,153.0
14.0,92.0,76.0
11.0,93.0,42.0
4.0,87.0,17.0
13.0,100.0,72.0
18.0,91.0,82.0
23.0,109.0,160.0
12.0,102.0,72.0
16.0,101.0,97.0
14.0,88.0,57.0
5.0,78.0,17.0
4.0,91.0,16.0
6.0,83.0,25.0
2.0,82.0,7.0
28.0,111.0,217.0
24.0,109.0,220.0
2.0,83.0,8.0
9.0,78.0,17.0
21.0,103.0,152.0
11.0,93.0,51.0
29.0,114.0,202.0
7.0,84.0,20.0
5.0,77.0,8.0
9.0,91.0,42.0
27.0,112.0,190.0
27.0,100.0,121.0
3.0,86.0,7.0
21.0,110.0,150.0
17.0,107.0,104.0
6.0,92.0,31.0
15.0,93.0,73.0
20.0,96.0,109.0
30.0,107.0,200.0
28.0,108.0,198.0
20.0,103.0,110.0
18.0,95.0,106.0
21.0,110.0,130.0
17.0,91.0,76.0
18.0,98.0,93.0
22.0,100.0,153.0
21.0,103.0,123.0
6.0,94.0,29.0
4.0,87.0,20.0
21.0,99.0,111.0
13.0,92.0,65.0
30.0,112.0,202.0
18.0,89.0,84.0
1.0,72.0,1.0
19.0,98.0,99.0
3.0,92.0,13.0
5.0,87.0,24.0
25.0,104.0,177.0
16.0,89.0,66.0
2.0,81.0,7.0
11.0,96.0,60.0
6.0,75.0,19.0
16.0,96.0,84.0
2.0,76.0,3.0
28.0,113.0,198.0
16.0,106.0,101.0
28.0,103.0,157.0
15.0,92.0,69.0
5.0,93.0,23.0
15.0,98.0,76.0
3.0,86.0,10.0
6.0,85.0,23.0
28.0,115.0,220.0
25.0,88.0,110.0
10.0,90.0,34.0
6.0,83.0,23.0
28.0,105.0,168.0
22.0,106.0,131.0
14.0,100.0,79.0
8.0,92.0,30.0
30.0,111.0,211.0
6.0,97.0,26.0
9.0,85.0,23.0
3.0,74.0,10.0
12.0,97.0,63.0
16.0,91.0,75.0
25.0,103.0,156.0
5.0,95.0,29.0
5.0,82.0,18.0
11.0,91.0,48.0
15.0,98.0,65.0
26.0,114.0,180.0
18.0,98.0,111.0
26.0,102.0,132.0
17.0,106.0,100.0
23.0,103.0,142.0
13.0,87.0,53.0
12.0,94.0,62.0
28.0,107.0,184.0
15.0,95.0,73.0
28.0,105.0,178.0
20.0,91.0,90.0
10.0,91.0,54.0
15.0,94.0,72.0
13.0,91.0,67.0
26.0,111.0,239.0
17.0,96.0,85.0
20.0,103.0,129.0
25.0,118.0,242.0
4.0,86.0,12.0
19.0,97.0,96.0
23.0,109.0,150.0
17.0,100.0,89.0
5.0,80.0,16.0
4.0,78.0,9.0
10.0,96.0,52.0
8.0,91.0,40.0
4.0,79.0,9.0
20.0,100.0,113.0
15.0,96.0,103.0
28.0,102.0,161.0
15.0,105.0,117.0
25.0,111.0,185.0
26.0,104.0,174.0
6.0,85.0,21.0
21.0,99.0,118.0
18.0,105.0,125.0
4.0,85.0,16.0
15.0,97.0,72.0
14.0,99.0,73.0
21.0,107.0,140.0
19.0,94.0,93.0
19.0,101.0,110.0
14.0,101.0,79.0
28.0,102.0,170.0
16.0,88.0,76.0
30.0,109.0,188.0
12.0,90.0,59.0
14.0,89.0,60.0
8.0,90.0,37.0
16.0,95.0,80.0
10.0,92.0,45.0
6.0,89.0,25.0
4.0,89.0,17.0
16.0,95.0,83.0
16.0,98.0,91.0
6.0,85.0,25.0
18.0,101.0,128.0
2.0,85.0,10.0
25.0,99.0,141.0
19.0,101.0,143.0
27.0,107.0,221.0
10.0,93.0,43.0
29.0,111.0,211.0
6.0,83.0,21.0
14.0,101.0,105.0
19.0,104.0,113.0
16.0,98.0,108.0
15.0,93.0,85.0
14.0,92.0,64.0
6.0,91.0,32.0
11.0,80.0,39.0
3.0,76.0,9.0
14.0,87.0,75.0
9.0,91.0,48.0
16.0,90.0,90.0
26.0,119.0,265.0
9.0,87.0,49.0
8.0,87.0,38.0
25.0,99.0,149.0
23.0,104.0,125.0
19.0,97.0,133.0
13.0,97.0,89.0
19.0,99.0,102.0
4.0,91.0,19.0
9.0,90.0,48.0
26.0,107.0,223.0
27.0,108.0,167.0
6.0,85.0,25.0
7.0,91.0,31.0
15.0,98.0,80.0
9.0,96.0,47.0
26.0,105.0,160.0
10.0,98.0,57.0
5.0,79.0,17.0
10.0,86.0,29.0
18.0,96.0,96.0
12.0,91.0,58.0
22.0,113.0,150.0
20.0,99.0,114.0
6.0,96.0,39.0
19.0,96.0,98.0
19.0,103.0,149.0
22.0,97.0,135.0
16.0,97.0,89.0
11.0,95.0,56.0
15.0,104.0,103.0
8.0,80.0,29.0
10.0,91.0,46.0
19.0,92.0,96.0
8.0,90.0,40.0
2.0,85.0,7.0
5.0,84.0,23.0
12.0,94.0,69.0
20.0,94.0,90.0
15.0,99.0,86.0
7.0,89.0,24.0
24.0,104.0,130.0
15.0,99.0,83.0
23.0,105.0,135.0
11.0,91.0,53.0
25.0,107.0,156.0
12.0,85.0,54.0
5.0,78.0,6.0
26.0,111.0,193.0
6.0,82.0,21.0
30.0,111.0,215.0
9.0,89.0,43.0
10.0,90.0,43.0
7.0,83.0,31.0
4.0,94.0,20.0
9.0,95.0,43.0
5.0,82.0,16.0
3.0,87.0,14.0
24.0,97.0,130.0
3.0,87.0,13.0
15.0,87.0,74.0
1.0,87.0,5.0
16.0,94.0,76.0
19.0,104.0,119.0
17.0,97.0,88.0
10.0,92.0,61.0
16.0,95.0,111.0
29.0,108.0,179.0
25.0,104.0,164.0
26.0,104.0,168.0
8.0,91.0,38.0
21.0,96.0,115.0
18.0,97.0,91.0
21.0,96.0,105.0
9.0,91.0,38.0
21.0,103.0,118.0
14.0,95.0,64.0
24.0,108.0,160.0
12.0,95.0,62.0
6.0,92.0,25.0
30.0,107.0,211.0
14.0,94.0,88.0
16.0,100.0,93.0
28.0,108.0,196.0
29.0,98.0,147.0
17.0,96.0,112.0
26.0,106.0,151.0
9.0,94.0,48.0
19.0,95.0,91.0
27.0,104.0,161.0
25.0,111.0,182.0
25.0,91.0,122.0
20.0,105.0,117.0
22.0,96.0,106.0
4.0,86.0,18.0
24.0,104.0,140.0
11.0,94.0,64.0
28.0,113.0,190.0
25.0,104.0,179.0
17.0,90.0,74.0
7.0,82.0,25.0
26.0,98.0,137.0
3.0,74.0,3.0
19.0,100.0,115.0
24.0,104.0,131.0
27.0,110.0,197.0
23.0,98.0,126.0
11.0,91.0,56.0
6.0,79.0,19.0
30.0,112.0,259.0
2.0,75.0,6.0
15.0,92.0,62.0
23.0,104.0,152.0
24.0,108.0,190.0
18.0,95.0,95.0
2.0,83.0,4.0
16.0,91.0,78.0
28.0,113.0,211.0
11.0,98.0,63.0
14.0,98.0,67.0
22.0,103.0,114.0
9.0,89.0,56.0
13.0,86.0,59.0
27.0,111.0,215.0
18.0,99.0,94.0
25.0,110.0,152.0
9.0,84.0,36.0
1.0,83.0,4.0
9.0,100.0,44.0
11.0,91.0,50.0
6.0,92.0,26.0
21.0,99.0,116.0
17.0,80.0,66.0
24.0,104.0,145.0
4.0,74.0,12.0
21.0,108.0,150.0
14.0,89.0,60.0
13.0,98.0,76.0
4.0,84.0,15.0
5.0,80.0,14.0
27.0,117.0,200.0
16.0,96.0,87.0
27.0,112.0,189.0
26.0,104.0,151.0
7.0,86.0,26.0
30.0,98.0,153.0
14.0,88.0,78.0
15.0,101.0,103.0
6.0,85.0,18.0
24.0,111.0,194.0
7.0,83.0,18.0
29.0,107.0,191.0
13.0,99.0,62.0
7.0,82.0,29.0
14.0,94.0,68.0
22.0,110.0,142.0
26.0,105.0,177.0
14.0,95.0,76.0
9.0,92.0,33.0
6.0,75.0,20.0
14.0,92.0,54.0
16.0,99.0,95.0
9.0,87.0,46.0
7.0,87.0,33.0
22.0,97.0,117.0
29.0,113.0,200.0
27.0,114.0,205.0
25.0,108.0,159.0
14.0,97.0,73.0
3.0,91.0,12.0
23.0,107.0,139.0
13.0,106.0,79.0
25.0,110.0,212.0
2.0,82.0,7.0
25.0,99.0,175.0
6.0,84.0,23.0
2.0,83.0,7.0
7.0,98.0,51.0
7.0,86.0,32.0
14.0,98.0,81.0
1.0,84.0,4.0
16.0,96.0,86.0
26.0,110.0,178.0
12.0,94.0,67.0
28.0,96.0,158.0
28.0,107.0,183.0
20.0,99.0,92.0
28.0,104.0,165.0
18.0,100.0,107.0
13.0,100.0,73.0
7.0,85.0,28.0
24.0,98.0,126.0
12.0,92.0,64.0
5.0,86.0,20.0
18.0,105.0,103.0
7.0,87.0,21.0
13.0,93.0,58.0
14.0,96.0,73.0
5.0,79.0,17.0
17.0,94.0,67.0
21.0,109.0,137.0
23.0,100.0,143.0
13.0,96.0,54.0
3.0,88.0,12.0
25.0,102.0,158.0
1.0,83.0,4.0
12.0,94.0,62.0
25.0,109.0,192.0
12.0,95.0,60.0
28.0,113.0,192.0
24.0,109.0,157.0
10.0,92.0,47.0
4.0,88.0,17.0
26.0,104.0,196.0
9.0,97.0,55.0
22.0,99.0,120.0
20.0,107.0,157.0
5.0,87.0,21.0
10.0,88.0,39.0
9.0,93.0,41.0
18.0,97.0,90.0
3.0,85.0,13.0
5.0,85.0,26.0
10.0,89.0,34.0
8.0,90.0,28.0
8.0,97.0,35.0
3.0,79.0,6.0
12.0,86.0,50.0
13.0,91.0,60.0
6.0,75.0,18.0
12.0,91.0,54.0
14.0,86.0,40.0
4.0,87.0,10.0
18.0,98.0,117.0
26.0,111.0,171.0
24.0,112.0,176.0
17.0,101.0,132.0
12.0,98.0,87.0
12.0,90.0,63.0
9.0,94.0,40.0
13.0,95.0,64.0
13.0,94.0,52.0
9.0,86.0,36.0
6.0,86.0,30.0
24.0,110.0,158.0
25.0,111.0,182.0
29.0,112.0,195.0
7.0,90.0,32.0
29.0,102.0,164.0
15.0,97.0,80.0
11.0,86.0,28.0
8.0,80.0,31.0
5.0,82.0,21.0
19.0,99.0,106.0
14.0,102.0,94.0
18.0,94.0,72.0
27.0,103.0,153.0
28.0,102.0,157.0
21.0,98.0,93.0
11.0,99.0,57.0
3.0,93.0,14.0
17.0,107.0,112.0
5.0,89.0,24.0
14.0,84.0,36.0
26.0,104.0,187.0
15.0,103.0,84.0
29.0,102.0,230.0
29.0,108.0,195.0
8.0,84.0,27.0
8.0,94.0,34.0
8.0,91.0,29.0
11.0,98.0,63.0
24.0,104.0,154.0
4.0,94.0,19.0
9.0,85.0,48.0
25.0,97.0,130.0
29.0,111.0,194.0
20.0,96.0,110.0
19.0,102.0,109.0
9.0,97.0,42.0
6.0,83.0,23.0
2.0,88.0,10.0
9.0,86.0,28.0
25.0,103.0,158.0
24.0,103.0,192.0
20.0,104.0,108.0
12.0,95.0,60.0
3.0,81.0,12.0
14.0,89.0,54.0
24.0,106.0,146.0
6.0,92.0,28.0
22.0,97.0,87.0
25.0,109.0,157.0
21.0,99.0,111.0
16.0,90.0,76.0
16.0,103.0,107.0
19.0,107.0,110.0
27.0,103.0,163.0
16.0,104.0,106.0
17.0,95.0,90.0
20.0,105.0,119.0
21.0,102.0,129.0
9.0,89.0,38.0
24.0,105.0,151.0
20.0,101.0,115.0
26.0,106.0,167.0
22.0,104.0,122.0
10.0,90.0,34.0
14.0,91.0,70.0
2.0,87.0,9.0
7.0,85.0,31.0
7.0,88.0,30.0
26.0,104.0,166.0
23.0,97.0,126.0
12.0,102.0,70.0
14.0,85.0,65.0
12.0,94.0,55.0
16.0,89.0,69.0
15.0,94.0,77.0
24.0,106.0,142.0
22.0,105.0,128.0
26.0,107.0,168.0
30.0,115.0,225.0
8.0,91.0,35.0
8.0,80.0,31.0
2.0,82.0,7.0
14.0,92.0,73.0
25.0,110.0,169.0
3.0,77.0,9.0
12.0,87.0,51.0
26.0,102.0,152.0
20.0,104.0,109.0
16.0,100.0,88.0
26.0,100.0,154.0
3.0,88.0,12.0
30.0,111.0,192.0
18.0,91.0,104.0
4.0,83.0,15.0
20.0,101.0,132.0
17.0,94.0,81.0
4.0,84.0,10.0
23.0,97.0,113.0
9.0,91.0,29.0
5.0,79.0,21.0
19.0,97.0,104.0
17.0,103.0,112.0
11.0,90.0,51.0
23.0,104.0,133.0
26.0,116.0,214.0
27.0,107.0,172.0
21.0,92.0,100.0
10.0,91.0,52.0
11.0,88.0,45.0
23.0,106.0,149.0
22.0,96.0,119.0
18.0,98.0,119.0
11.0,96.0,66.0
26.0,96.0,149.0
15.0,95.0,81.0
4.0,87.0,17.0
4.0,87.0,16.0
16.0,97.0,91.0
16.0,98.0,82.0
29.0,104.0,167.0
30.0,113.0,228.0
13.0,87.0,54.0
27.0,101.0,188.0
18.0,111.0,121.0
1.0,83.0,4.0
30.0,111.0,209.0
4.0,90.0,18.0
14.0,93.0,74.0
20.0,105.0,128.0
7.0,84.0,23.0
14.0,92.0,63.0
16.0,92.0,59.0
25.0,105.0,183.0
24.0,104.0,159.0
24.0,105.0,169.0
4.0,83.0,15.0
10.0,84.0,45.0
13.0,93.0,59.0
15.0,98.0,88.0
4.0,86.0,10.0
2.0,86.0,9.0
24.0,105.0,139.0
27.0,104.0,176.0
13.0,101.0,73.0
7.0,87.0,36.0
4.0,85.0,23.0
29.0,111.0,206.0
23.0,102.0,143.0
1.0,79.0,4.0
8.0,86.0,32.0
5.0,87.0,23.0
4.0,93.0,25.0
20.0,110.0,127.0
23.0,107.0,142.0
28.0,107.0,170.0
29.0,102.0,187.0
28.0,111.0,179.0
10.0,92.0,47.0
10.0,85.0,37.0
16.0,105.0,90.0
26.0,110.0,183.0
8.0,84.0,32.0
23.0,106.0,156.0
4.0,86.0,16.0
17.0,96.0,108.0
23.0,110.0,157.0
22.0,108.0,139.0
7.0,91.0,24.0
8.0,82.0,31.0
15.0,105.0,92.0
1.0,67.0,2.0
12.0,88.0,64.0
8.0,89.0,41.0
29.0,107.0,188.0
5.0,85.0,20.0
18.0,93.0,64.0
8.0,95.0,38.0
3.0,86.0,15.0
27.0,103.0,169.0
26.0,107.0,165.0
15.0,93.0,53.0
5.0,75.0,14.0
1.0,76.0,2.0
12.0,91.0,58.0
8.0,99.0,49.0
19.0,98.0,117.0
14.0,82.0,49.0
22.0,97.0,154.0
19.0,92.0,89.0
22.0,102.0,124.0
5.0,81.0,19.0
8.0,95.0,39.0
3.0,81.0,10.0
15.0,86.0,56.0
24.0,97.0,121.0
20.0,97.0,102.0
1.0,81.0,3.0
17.0,95.0,87.0
8.0,96.0,41.0
29.0,106.0,196.0
23.0,108.0,158.0
7.0,89.0,34.0
22.0,99.0,120.0
28.0,102.0,141.0
6.0,97.0,30.0
14.0,94.0,67.0
26.0,105.0,208.0
23.0,106.0,151.0
13.0,102.0,78.0
17.0,92.0,113.0
2.0,85.0,8.0
14.0,86.0,56.0
9.0,95.0,46.0
8.0,90.0,34.0
8.0,90.0,31.0
16.0,89.0,62.0
8.0,84.0,34.0
11.0,91.0,52.0
21.0,100.0,125.0
10.0,95.0,50.0
17.0,101.0,99.0
13.0,93.0,64.0
19.0,89.0,83.0
3.0,82.0,9.0
17.0,95.0,84.0
8.0,88.0,41.0
27.0,98.0,160.0
1.0,86.0,4.0
9.0,88.0,51.0
12.0,92.0,55.0
29.0,113.0,185.0
8.0,82.0,26.0
24.0,102.0,138.0
22.0,106.0,154.0
30.0,104.0,206.0
24.0,104.0,156.0
12.0,100.0,70.0
15.0,98.0,88.0
13.0,101.0,74.0
17.0,105.0,104.0
11.0,84.0,41.0
8.0,93.0,42.0
21.0,100.0,155.0
26.0,108.0,166.0
15.0,88.0,41.0
